FRT_FID	TEQ_NUMMER
1282	2111000059
1283	2111000027
1284	2111000037
1285	2111000005
1286	2111000029
1287	2111000053
1288	2111000073
1289	2111000039
1290	2111000035
1291	2111000033
1292	2111000011
1293	2111000045
1294	2111000025
1295	2111000043
1296	2111000057
1297	2111000017
1298	2111000067
1299	2111000063
1300	2111000009
1301	2111000041
1302	2111000007
1303	2111000047
1304	2111000069
1305	2111000013
1306	2111000031
1307	2111000015
1308	2111000061
1309	2111000019
1310	2111000065
1311	4611000084
1312	4611000104
1313	4611000102
1314	4611000117
1315	4611000053
1316	4611000115
1317	4611000042
1318	4611000076
1319	4611000087
1320	4611000073
1321	4611000020
1322	4611000009
1323	4611000038
1324	4611000111
1325	4611000098
1326	4611000055
1327	4611000026
1328	4611000040
1329	4611000057
1330	4611000096
1331	4611000106
1332	4611000071
1333	4611000067
1334	4611000082
1335	4611000093
1336	4611000049
1337	4611000089
1338	4611000003
1339	4611000034
1340	4611000113
1341	4611000005
1342	4611000078
1343	4611000011
1344	4611000080
1345	4611000051
1346	4611000007
1347	4611000069
1348	4611000065
1349	4611000022
1350	4611000100
1351	4611000028
1352	4611000091
1353	4611000001
1354	4611000024
1355	4611000036
1356	4611000013
1357	2311000018
1358	2311000044
1359	2311000032
1360	4611000032
1361	4611000044
1362	4611000018
1363	2411000100
1364	2411000090
1365	2411000005
1366	2411000135
1367	2411000041
1368	2411000131
1369	2411000123
1370	2411000037
1371	2411000013
1372	2411000039
1373	2411000098
1374	2411000007
1375	2411000083
1376	2411000096
1377	2411000117
1378	2411000104
1379	2411000029
1380	2411000137
1381	2411000085
1382	2411000071
1383	2411000108
1384	2411000053
1385	2411000017
1386	2411000061
1387	2411000110
1388	2411000112
1389	2411000094
1390	2411000075
1391	2411000019
1392	2411000009
1393	2411000077
1394	2411000102
1395	2411000031
1396	2411000119
1397	2411000057
1398	2411000055
1399	2411000133
1400	2411000073
1401	2411000035
1402	2411000027
1403	2411000059
1404	2411000121
1405	2411000127
1406	2411000092
1407	2411000051
1408	2411000011
1409	2411000021
1410	2411000063
1411	2411000049
1412	2411000081
1413	2411000033
1414	2411000015
1415	2411000079
1416	2411000125
1417	2411000106
1418	2411000003
1419	2411000065
1420	2411000129
1421	2411000047
1422	2411000025
1423	2311000039
1424	2311000012
1425	2311000014
1426	2311000083
1427	2311000079
1428	2311000021
1429	2311000066
1430	2311000099
1431	2311000114
1432	2311000004
1433	2311000112
1434	2311000116
1435	2311000105
1436	2311000092
1437	2311000103
1438	2311000008
1439	2311000088
1440	2311000041
1441	2311000033
1442	2311000097
1443	2311000050
1444	2311000035
1445	2311000056
1446	2311000010
1447	2311000068
1448	2311000059
1449	2311000052
1450	2311000023
1451	2311000085
1452	2311000029
1453	2311000118
1454	2311000045
1455	2311000002
1456	2311000072
1457	2311000094
1458	2311000058
1459	2311000081
1460	2311000027
1461	2311000054
1462	2311000090
1463	2311000101
1464	2311000037
1465	2311000025
1466	2311000077
1467	2311000070
1468	2311000006
1469	2111000008
1470	2111000062
1471	2111000040
1472	2111000046
1473	2111000038
1474	2111000054
1475	2111000048
1476	2111000034
1477	2111000066
1478	2111000026
1479	2111000056
1480	2111000070
1481	2111000006
1482	2111000074
1483	2111000060
1484	2111000064
1485	2111000010
1486	2111000068
1487	2111000058
1488	2111000020
1489	2111000012
1490	2111000004
1491	2111000014
1492	2111000030
1493	2111000044
1494	2111000028
1495	2111000072
1496	2111000016
1497	2111000018
1498	2111000036
1499	2111000042
1500	2111000032
1501	4611000006
1502	4611000070
1503	4611000025
1504	4611000101
1505	4611000037
1506	4611000077
1507	4611000027
1508	4611000081
1509	4611000054
1510	4611000090
1511	4611000072
1512	4611000094
1513	4611000058
1514	4611000118
1515	4611000023
1516	4611000085
1517	4611000045
1518	4611000002
1519	4611000052
1520	4611000029
1521	4611000021
1522	4611000116
1523	4611000014
1524	4611000039
1525	4611000056
1526	4611000012
1527	4611000004
1528	4611000099
1529	4611000114
1530	4611000066
1531	4611000105
1532	4611000010
1533	4611000033
1534	4611000068
1535	4611000035
1536	4611000008
1537	4611000050
1538	4611000092
1539	4611000083
1540	4611000079
1541	4611000088
1542	4611000041
1543	4611000097
1544	4611000103
1545	4611000112
1546	4611000059
1547	2311000064
1548	2311000109
1549	2111000024
1550	2111000002
1551	2111000052
1552	4611000109
1553	4611000064
1554	2311000031
1555	4611000031
1556	2311000043
1557	4611000043
1558	2411000113
1559	2411000134
1560	2411000107
1561	2411000138
1562	2411000032
1563	2411000091
1564	2411000097
1565	2411000126
1566	2411000038
1567	2411000132
1568	2411000016
1569	2411000124
1570	2411000103
1571	2411000072
1572	2411000095
1573	2411000020
1574	2411000111
1575	2411000093
1576	2411000054
1577	2411000022
1578	2411000034
1579	2411000082
1580	2411000042
1581	2411000118
1582	2411000056
1583	2411000018
1584	2411000080
1585	2411000052
1586	2411000120
1587	2411000012
1588	2411000084
1589	2411000136
1590	2411000086
1591	2411000006
1592	2411000008
1593	2411000109
1594	2411000074
1595	2411000128
1596	2411000078
1597	2411000010
1598	2411000064
1599	2411000122
1600	2411000076
1601	2411000030
1602	2411000101
1603	2411000130
1604	2411000028
1605	2411000014
1606	2411000048
1607	2411000050
1608	2411000040
1609	2411000066
1610	2411000062
1611	2411000036
1612	2411000099
1613	2411000060
1614	2411000105
1615	2411000058
1616	2411000004
1617	2411000070
1618	2411000002
1619	2411000139
1620	2411000087
1621	2411000114
1622	2411000067
1623	2411000043
1624	2411000046
1625	2411000026
1626	23100300121
1627	23100300062
1628	23100300153
1629	23100300005
1630	23100300125
1631	23100300003
1632	23100300123
1633	23100300035
1634	23100300127
1635	23100300093
1636	23100300038
1637	23100300007
1638	23100300040
1639	23100300042
1640	23100300044
1641	23100300046
1642	23100300048
1643	23100300050
1644	23100300052
1645	23100300054
1646	23100300056
1647	23100300058
1648	23100300060
1649	23100300067
1650	23100300069
1651	23100300071
1652	23100300073
1653	23100300075
1654	23100300077
1655	23100300079
1656	23100300081
1657	23100300083
1658	23100300085
1659	23100300087
1660	23100300089
1661	23100300129
1662	23100300131
1663	23100300133
1664	23100300135
1665	23100300137
1666	23100300139
1667	23100300141
1668	23100300143
1669	23100300145
1670	23100300147
1671	23100300149
1672	23100300009
1673	23100300011
1674	23100300013
1675	23100300015
1676	23100300017
1677	23100300019
1678	23100300021
1679	23100300023
1680	23100300025
1681	23100300027
1682	23100300029
1683	23100300117
1684	23100300031
1685	23100300151
1686	23100300095
1687	23100300097
1688	23100300099
1689	23100300101
1690	23100300103
1691	23100300105
1692	23100300107
1693	23100300109
1694	23100300111
1695	23100300113
1696	23100300115
1697	21100300033
1698	21100300027
1699	21100300023
1700	21100300029
1701	21100300057
1702	21100300003
1703	21100300019
1704	21100300011
1705	21100300039
1706	21100300041
1707	21100300009
1708	21100300035
1709	21100300007
1710	21100300053
1711	21100300045
1712	21100300025
1713	21100300005
1714	21100300013
1715	21100300049
1716	21100300051
1717	21100300017
1718	21100300055
1719	21100300043
1720	21100300047
1721	21100300015
1722	21100300021
1723	21100300037
1724	46100300067
1725	46100300050
1726	46100300042
1727	46100300054
1728	46100300069
1729	46100300044
1730	46100300040
1731	46100300056
1732	46100300071
1733	46100300046
1734	46100300075
1735	46100300048
1736	46100300073
1737	46100300058
1738	46100300052
1739	46100300060
1740	46100300129
1741	46100300131
1742	46100300077
1743	46100300135
1744	46100300087
1745	46100300133
1746	46100300089
1747	46100300123
1748	46100300137
1749	46100300083
1750	46100300081
1751	46100300038
1752	46100300093
1753	46100300007
1754	46100300035
1755	46100300105
1756	46100300107
1757	46100300005
1758	46100300109
1759	46100300111
1760	46100300113
1761	46100300115
1762	46100300121
1763	46100300127
1764	46100300079
1765	46100300085
1766	46100300062
1767	46100300153
1768	46100300125
1769	46100300003
1770	46100300095
1771	46100300097
1772	46100300099
1773	46100300101
1774	46100300103
1775	46100300139
1776	46100300141
1777	46100300143
1778	46100300145
1779	46100300147
1780	46100300149
1781	46100300009
1782	46100300011
1783	46100300013
1784	46100300015
1785	46100300017
1786	46100300019
1787	46100300021
1788	46100300023
1789	46100300025
1790	46100300027
1791	46100300029
1792	46100300117
1793	46100300031
1794	46100300151
1795	24100300114
1796	24100300035
1797	24100300071
1798	24100300090
1799	24100300043
1800	24100300033
1801	24100300009
1802	24100300039
1803	24100300041
1804	24100300007
1805	24100300005
1806	24100300003
1807	24100300085
1808	24100300067
1809	24100300011
1810	24100300045
1811	24100300092
1812	24100300073
1813	24100300013
1814	24100300047
1815	24100300094
1816	24100300075
1817	24100300015
1818	24100300049
1819	24100300096
1820	24100300077
1821	24100300017
1822	24100300051
1823	24100300098
1824	24100300079
1825	24100300019
1826	24100300053
1827	24100300100
1828	24100300081
1829	24100300021
1830	24100300055
1831	24100300102
1832	24100300023
1833	24100300057
1834	24100300104
1835	24100300025
1836	24100300059
1837	24100300106
1838	24100300027
1839	24100300061
1840	24100300108
1841	24100300029
1842	24100300063
1843	24100300110
1844	24100300031
1845	24100300065
1846	24100300112
1847	23100300032
1848	23100300061
1849	23100300152
1850	23100300126
1851	23100300034
1852	23100300122
1853	23100300002
1854	23100300004
1855	23100300124
1856	23100300120
1857	23100300092
1858	23100300006
1859	23100300037
1860	23100300066
1861	23100300128
1862	23100300094
1863	23100300008
1864	23100300039
1865	23100300068
1866	23100300130
1867	23100300096
1868	23100300010
1869	23100300041
1870	23100300070
