FRT_FID	TEQ_NUMMER
1871	23100300132
1872	23100300098
1873	23100300012
1874	23100300043
1875	23100300072
1876	23100300134
1877	23100300100
1878	23100300014
1879	23100300045
1880	23100300074
1881	23100300136
1882	23100300102
1883	23100300016
1884	23100300047
1885	23100300076
1886	23100300138
1887	23100300104
1888	23100300018
1889	23100300049
1890	23100300078
1891	23100300140
1892	23100300106
1893	23100300020
1894	23100300051
1895	23100300080
1896	23100300142
1897	23100300108
1898	23100300022
1899	23100300053
1900	23100300082
1901	23100300144
1902	23100300110
1903	23100300024
1904	23100300055
1905	23100300084
1906	23100300146
1907	23100300112
1908	23100300026
1909	23100300057
1910	23100300086
1911	23100300148
1912	23100300114
1913	23100300028
1914	23100300059
1915	23100300088
1916	23100300150
1917	23100300116
1918	23100300030
1919	23100300063
1920	21100300052
1921	21100300006
1922	21100300056
1923	21100300046
1924	21100300034
1925	21100300014
1926	21100300054
1927	21100300040
1928	21100300020
1929	21100300050
1930	21100300036
1931	21100300018
1932	21100300022
1933	21100300038
1934	21100300008
1935	21100300010
1936	21100300028
1937	21100300004
1938	21100300044
1939	21100300042
1940	21100300012
1941	21100300026
1942	21100300024
1943	21100300032
1944	21100300002
1945	21100300016
1946	21100300048
1947	46100300120
1948	46100300124
1949	46100300004
1950	46100300122
1951	46100300061
1952	46100300126
1953	46100300152
1954	46100300034
1955	46100300002
1956	46100300032
1957	46100300063
1958	46100300092
1959	46100300006
1960	46100300037
1961	46100300066
1962	46100300128
1963	46100300094
1964	46100300008
1965	46100300039
1966	46100300068
1967	46100300130
1968	46100300096
1969	46100300010
1970	46100300041
1971	46100300070
1972	46100300132
1973	46100300098
1974	46100300012
1975	46100300043
1976	46100300072
1977	46100300134
1978	46100300100
1979	46100300014
1980	46100300045
1981	46100300074
1982	46100300136
1983	46100300102
1984	46100300016
1985	46100300047
1986	46100300076
1987	46100300138
1988	46100300104
1989	46100300018
1990	46100300049
1991	46100300078
1992	46100300140
1993	46100300106
1994	46100300020
1995	46100300051
1996	46100300080
1997	46100300142
1998	46100300108
1999	46100300022
2000	46100300053
2001	46100300082
2002	46100300144
2003	46100300110
2004	46100300024
2005	46100300055
2006	46100300084
2007	46100300146
2008	46100300112
2009	46100300026
2010	46100300057
2011	46100300086
2012	46100300148
2013	46100300114
2014	46100300028
2015	46100300059
2016	46100300088
2017	46100300150
2018	46100300116
2019	46100300030
2020	24100300115
2021	24100300068
2022	24100300038
2023	24100300042
2024	24100300113
2025	24100300008
2027	24100300004
2028	24100300034
2029	24100300006
2030	24100300040
2031	24100300089
2032	24100300010
2033	24100300086
2034	24100300002
2035	24100300070
2036	24100300044
2037	24100300091
2038	24100300072
2039	24100300012
2040	24100300046
2041	24100300093
2042	24100300074
2043	24100300014
2044	24100300048
2045	24100300095
2046	24100300076
2047	24100300016
2048	24100300050
2049	24100300097
2050	24100300078
2051	24100300018
2052	24100300052
2053	24100300099
2054	24100300080
2055	24100300020
2056	24100300054
2057	24100300101
2058	24100300022
2059	24100300056
2060	24100300103
2061	24100300024
2062	24100300058
2063	24100300105
2064	24100300026
2065	24100300060
2066	24100300107
2067	24100300028
2068	24100300062
2069	24100300109
2070	24100300030
2071	24100300064
2072	24100300111
2073	24100300032
2074	24100300066
2075	2311100072
2076	2311100064
2077	2311100018
2078	2311100074
2079	2311100050
2080	2311100060
2081	2311100008
2082	2311100054
2083	2311100046
2084	2311100079
2085	2311100025
2086	2311100010
2087	2311100027
2088	2311100062
2089	2311100012
2090	2311100052
2091	2311100048
2092	2311100029
2093	2311100083
2094	2311100004
2095	2311100021
2096	2311100081
2097	2311100040
2098	2311100077
2099	2311100031
2100	2311100068
2101	2311100023
2102	2311100037
2103	2311100035
2104	2311100056
2105	2311100085
2106	2311100016
2107	2311100014
2108	2311100058
2109	2311100006
2110	2311100042
2111	2311100033
2112	2311100070
2113	2311100044
2114	4611100044
2115	4611100042
2116	4611100033
2117	4611100006
2118	4611100077
2119	4611100070
2120	4611100085
2121	4611100035
2122	4611100014
2123	4611100040
2124	4611100016
2125	4611100058
2126	4611100037
2127	4611100081
2128	4611100031
2129	4611100068
2130	4611100056
2131	4611100048
2132	4611100012
2133	4611100023
2134	4611100083
2135	4611100021
2136	4611100029
2137	4611100004
2138	4611100074
2139	4611100027
2140	4611100072
2141	4611100008
2142	4611100054
2143	4611100046
2144	4611100052
2145	4611100050
2146	4611100010
2147	4611100025
2148	4611100079
2149	4611100062
2150	4611100064
2151	4611100018
2152	4611100060
2153	2311100076
2154	2311100082
2155	2311100026
2156	2311100022
2157	2311100053
2158	2311100067
2159	2311100078
2160	2311100020
2161	2311100003
2162	2311100017
2163	2311100039
2164	2311100084
2165	2311100011
2166	2311100028
2167	2311100047
2168	2311100013
2169	2311100015
2170	2311100049
2171	2311100032
2172	2311100041
2173	2311100005
2174	2311100007
2175	2311100043
2176	2311100063
2177	2311100057
2178	2311100030
2179	2311100073
2180	2311100071
2181	2311100051
2182	2311100080
2183	2311100034
2184	2311100061
2185	2311100069
2186	2311100036
2187	2311100009
2188	2311100045
2189	2311100059
2190	2311100024
2191	2311100065
2192	4611100034
2193	4611100080
2194	4611100061
2195	4611100036
2196	4611100069
2197	4611100065
2198	4611100059
2199	4611100024
2200	4611100009
2201	4611100045
2202	4611100057
2203	4611100030
2204	4611100073
2205	4611100007
2206	4611100043
2207	4611100071
2208	4611100063
2209	4611100051
2210	4611100032
2211	4611100015
2212	4611100049
2213	4611100041
2214	4611100005
2215	4611100026
2216	4611100017
2217	4611100039
2218	4611100022
2219	4611100053
2220	4611100067
2221	4611100084
2222	4611100078
2223	4611100028
2224	4611100047
2225	4611100076
2226	4611100082
2227	4611100011
2228	4611100020
2229	4611100013
2230	4611100003
2231	2311100038
2232	4611100038
2233	2311100075
2234	2311100002
2235	4611100002
2236	4611100075
2237	23100500039
2238	23100500003
2239	23100500141
2240	23100500143
2241	23100500005
2242	23100500076
2243	23100500041
2244	23100500108
2245	23100500111
2246	23100500007
2247	23100500046
2248	23100500080
2249	23100500113
2250	23100500009
2251	23100500048
2252	23100500082
2253	23100500115
2254	23100500011
2255	23100500050
2256	23100500084
2257	23100500117
2258	23100500013
2259	23100500052
2260	23100500086
2261	23100500119
2262	23100500015
2263	23100500054
2264	23100500088
2265	23100500121
2266	23100500017
2267	23100500056
2268	23100500090
2269	23100500123
2270	23100500019
2271	23100500058
2272	23100500092
2273	23100500125
2274	23100500021
2275	23100500060
2276	23100500094
2277	23100500127
2278	23100500023
2279	23100500062
2280	23100500096
2281	23100500129
2282	23100500025
2283	23100500064
2284	23100500098
2285	23100500131
2286	23100500027
2287	23100500066
2288	23100500100
2289	23100500133
2290	23100500029
2291	23100500068
2292	23100500102
2293	23100500135
2294	23100500031
2295	23100500070
2296	23100500104
2297	23100500137
2298	23100500033
2299	23100500072
2300	23100500106
2301	23100500139
2302	23100500035
2303	23100500074
2304	24100500118
2305	24100500043
2306	24100500007
2307	24100500005
2308	24100500045
2309	24100500039
2310	24100500113
2311	24100500003
2312	24100500081
2313	24100500047
2314	24100500009
2315	24100500083
2316	24100500049
2317	24100500011
2318	24100500085
2319	24100500051
2320	24100500013
2321	24100500087
2322	24100500053
2323	24100500015
2324	24100500089
2325	24100500055
2326	24100500017
2327	24100500091
2328	24100500057
2329	24100500019
2330	24100500093
2331	24100500059
2332	24100500021
2333	24100500095
2334	24100500061
2335	24100500023
2336	24100500097
2337	24100500063
2338	24100500025
2339	24100500099
2340	24100500065
2341	24100500027
2342	24100500101
2343	24100500067
2344	24100500029
2345	24100500103
2346	24100500069
2347	24100500031
2348	24100500105
2349	24100500071
2350	24100500033
2351	24100500107
2352	24100500073
2353	24100500035
2354	24100500109
2355	24100500075
2356	24100500037
2357	24100500111
2358	24100500077
2359	21100500003
2360	21100500029
2361	21100500021
2362	21100500043
2363	21100500015
2364	21100500017
2365	21100500055
2366	21100500025
2367	21100500057
2368	21100500049
2369	21100500013
2370	21100500035
2371	21100500051
2372	21100500009
2373	21100500027
2374	21100500019
2375	21100500033
2376	21100500053
2377	21100500007
2378	21100500023
2379	21100500045
2380	21100500037
2381	21100500041
2382	21100500005
2383	21100500011
2384	21100500039
2385	21100500047
2386	46100500039
2387	46100500005
2388	46100500076
2389	46100500141
2390	46100500041
2391	46100500003
2392	46100500108
2393	46100500143
2394	46100500111
2395	46100500007
2396	46100500046
2397	46100500080
2398	46100500113
2399	46100500009
2400	46100500048
2401	46100500082
2402	46100500115
2403	46100500011
2404	46100500050
2405	46100500084
2406	46100500117
2407	46100500013
2408	46100500052
2409	46100500086
2410	46100500119
2411	46100500015
2412	46100500054
2413	46100500088
2414	46100500121
2415	46100500017
2416	46100500056
2417	46100500090
2418	46100500123
2419	46100500019
2420	46100500058
2421	46100500092
2422	46100500125
2423	46100500021
2424	46100500060
2425	46100500094
2426	46100500127
2427	46100500023
2428	46100500062
2429	46100500096
2430	46100500129
2431	46100500025
2432	46100500064
2433	46100500098
2434	46100500131
2435	46100500027
2436	46100500066
2437	46100500100
2438	46100500133
2439	46100500029
2440	46100500068
2441	46100500102
2442	46100500135
2443	46100500031
2444	46100500070
2445	46100500104
2446	46100500137
2447	46100500033
2448	46100500072
2449	46100500106
2450	46100500139
2451	46100500035
2452	46100500074
2453	23100500075
2454	23100500002
2455	23100500040
2456	23100500045
2457	23100500038
2458	23100500004
2459	23100500109
2460	23100500006
2461	23100500042
2462	23100500079
2463	23100500112
2464	23100500008
2465	23100500047
2466	23100500081
2467	23100500114
2468	23100500010
2469	23100500049
2470	23100500083
2471	23100500116
2472	23100500012
2473	23100500051
2474	23100500085
2475	23100500118
2476	23100500014
2477	23100500053
2478	23100500087
2479	23100500120
2480	23100500016
2481	23100500055
2482	23100500089
2483	23100500122
2484	23100500018
2485	23100500057
2486	23100500091
2487	23100500124
2488	23100500020
2489	23100500059
2490	23100500093
2491	23100500126
2492	23100500022
2493	23100500061
2494	23100500095
2495	23100500128
2496	23100500024
2497	23100500063
2498	23100500097
2499	23100500130
2500	23100500026
2501	23100500065
2502	23100500099
2503	23100500132
2504	23100500028
2505	23100500067
2506	23100500101
2507	23100500134
2508	23100500030
2509	23100500069
2510	23100500103
2511	23100500136
2512	23100500032
2513	23100500071
2514	23100500105
2515	23100500138
2516	23100500034
2517	23100500073
2518	23100500107
2519	23100500140
2520	23100500142
2522	24100500112
2523	24100500044
2524	24100500080
2525	24100500004
2526	24100500006
2527	24100500002
2528	24100500046
2529	24100500008
2530	24100500042
2531	24100500040
2532	24100500082
2533	24100500048
2534	24100500010
2535	24100500084
2536	24100500050
2537	24100500012
2538	24100500086
2539	24100500052
2540	24100500014
2541	24100500088
2542	24100500054
2543	24100500016
2544	24100500090
2545	24100500056
2546	24100500018
2547	24100500092
2548	24100500058
2549	24100500020
2550	24100500094
2551	24100500060
2552	24100500022
2553	24100500096
2554	24100500062
2555	24100500024
2556	24100500098
2557	24100500064
2558	24100500026
2559	24100500100
2560	24100500066
2561	24100500028
2562	24100500102
2563	24100500068
2564	24100500030
2565	24100500104
2566	24100500070
2567	24100500032
2568	24100500106
2569	24100500072
2570	24100500034
2571	24100500108
2572	24100500074
2573	24100500036
2574	24100500110
2575	24100500076
2576	24100500038
2577	24100500078
2578	21100500018
2579	21100500040
2580	21100500024
2581	21100500030
2582	21100500006
2583	21100500050
2584	21100500014
2585	21100500038
2586	21100500034
2587	21100500012
2588	21100500022
2589	21100500052
2590	21100500002
2591	21100500028
2592	21100500004
2593	21100500036
2594	21100500008
2595	21100500010
2596	21100500026
2597	21100500046
2598	21100500054
2599	21100500016
2600	21100500056
2601	21100500048
2602	21100500044
2603	21100500042
2604	21100500032
2605	21100500020
2606	46100500109
2607	46100500038
2608	46100500040
2609	46100500075
2610	46100500004
2611	46100500045
2612	46100500002
2613	46100500142
2614	46100500006
2615	46100500042
2616	46100500079
2617	46100500112
2618	46100500008
2619	46100500047
2620	46100500081
2621	46100500114
2622	46100500010
2623	46100500049
2624	46100500083
2625	46100500116
2626	46100500012
2627	46100500051
2628	46100500085
2629	46100500118
2630	46100500014
2631	46100500053
2632	46100500087
2633	46100500120
2634	46100500016
2635	46100500055
2636	46100500089
2637	46100500122
2638	46100500018
2639	46100500057
2640	46100500091
2641	46100500124
2642	46100500020
2643	46100500059
2644	46100500093
2645	46100500126
2646	46100500022
2647	46100500061
2648	46100500095
2649	46100500128
2650	46100500024
2651	46100500063
2652	46100500097
2653	46100500130
2654	46100500026
2655	46100500065
2656	46100500099
2657	46100500132
2658	46100500028
2659	46100500067
2660	46100500101
2661	46100500134
2662	46100500030
2663	46100500069
2664	46100500103
2665	46100500136
2666	46100500032
2667	46100500071
2668	46100500105
2669	46100500138
2670	46100500034
2671	46100500073
2672	46100500107
2673	46100500140
2674	23100600066
2675	23100600005
2676	23100600060
2677	23100600029
2678	23100600064
2679	23100600007
2680	23100600068
2681	23100600017
2682	23100600021
2683	23100600062
2684	23100600027
2685	23100600011
2686	23100600054
2687	23100600025
2688	23100600019
2689	23100600052
2690	23100600013
2691	23100600050
2692	23100600031
2693	23100600023
2694	23100600015
2695	23100600070
2696	23100600058
2697	23100600048
2698	23100600056
2700	23100600072
2702	46100600015
2703	46100600056
2704	46100600072
2705	46100600058
2706	46100600048
2707	46100600070
2708	46100600023
2709	46100600031
2710	46100600011
2711	46100600013
2712	46100600050
2713	46100600054
2714	46100600025
2715	46100600019
2716	46100600064
2717	46100600052
2718	46100600007
2719	46100600005
2720	46100600017
2721	46100600029
2722	46100600060
2723	46100600066
2724	46100600021
2725	46100600062
2726	46100600027
2727	46100600068
2728	23100600030
2729	23100600010
2730	23100600053
2731	23100600020
2732	23100600061
2733	23100600012
2734	23100600049
2735	23100600024
2736	23100600057
2737	23100600051
2738	23100600004
2739	23100600059
2740	23100600073
2741	23100600016
2742	23100600026
2743	23100600067
2744	23100600018
2745	23100600006
2746	23100600065
2747	23100600022
2748	23100600063
2749	23100600014
2750	23100600055
2751	23100600047
2752	23100600028
2753	23100600008
2754	23100600071
2755	23100600032
2756	23100600069
2757	46100600032
2758	46100600069
2759	46100600071
2760	46100600008
2761	46100600028
2762	46100600063
2763	46100600047
2764	46100600065
2765	46100600022
2766	46100600014
2767	46100600020
2768	46100600061
2769	46100600004
2770	46100600057
2771	46100600055
2772	46100600012
2773	46100600030
2774	46100600010
2775	46100600059
2776	46100600024
2777	46100600018
2778	46100600006
2779	46100600049
2780	46100600026
2781	46100600067
2782	46100600016
2783	46100600073
2784	46100600051
2785	46100600053
2786	23100600037
2787	23100600039
2788	23100600042
2789	23100600034
2791	23100600044
2792	46100600037
2793	46100600039
2794	46100600042
2795	46100600034
2797	46100600044
2798	23107200021
2799	23107200008
2800	23107200007
2801	23107200020
2802	23107200012
2803	23107200017
2804	23107200019
2805	23107200014
2806	23107200010
2807	23107200006
2808	23107200016
2809	23107200004
2810	23107200015
2811	23107200011
2812	23107200005
2813	23107200018
2814	23107200003
2815	23107200009
2816	23107200013
2817	46107200021
2818	46107200008
2819	46107200007
2820	46107200020
2821	46107200012
2822	46107200017
2823	46107200019
2824	46107200014
2825	46107200010
2826	46107200006
2827	46107200016
2828	46107200004
2829	46107200015
2830	46107200011
2831	46107200005
2832	46107200018
2833	46107200003
2834	46107200009
2835	46107200013
2836	24107200021
2837	24107200008
2838	24107200007
2839	24107200020
2840	24107200012
2841	24107200017
2842	24107200019
2843	24107200014
2844	24107200010
2845	24107200006
2846	24107200016
2847	24107200004
2848	24107200015
2849	24107200011
2850	24107200005
2851	24107200018
2852	24107200003
2853	24107200009
2854	24107200013
2855	23107200002
2856	24107200002
2857	46107200002
2858	24107100012
2859	24107100020
2860	24107100014
2861	24107100008
2862	24107100016
2863	24107100022
2864	24107100024
2865	24107100006
2866	24107100010
2867	24107100021
2868	24107100015
2869	24107100019
2870	24107100007
2871	24107100023
2872	24107100013
2873	24107100004
2874	24107100018
2875	24107100003
2876	24107100011
2877	24107100005
2878	24107100017
2879	24107100009
2880	23107100002
2881	24107100002
2882	46107100002
2883	23107100012
2884	23107100020
2885	23107100014
2886	23107100008
2887	23107100016
2888	23107100022
2889	23107100024
2890	23107100006
2891	23107100010
2892	23107100021
2893	23107100015
2894	23107100019
2895	23107100007
2896	23107100023
2897	23107100013
2898	23107100004
2899	23107100018
2900	23107100003
2901	23107100011
2902	23107100005
2903	23107100017
2904	23107100009
2905	46107100012
2906	46107100020
2907	46107100014
2908	46107100008
2909	46107100016
2910	46107100022
2911	46107100024
2912	46107100006
2913	46107100010
2914	46107100021
2915	46107100015
2916	46107100019
2917	46107100007
2918	46107100023
2919	46107100013
2920	46107100004
2921	46107100018
2922	46107100003
2923	46107100011
2924	46107100005
2925	46107100017
2926	46107100009
2927	23100800002
2928	23100800031
2929	23100800055
2930	23100800083
2931	24100800002
2932	24100800032
2933	24100800060
2934	24100800089
2935	21100800033
2936	46100800002
2937	46100800031
2938	46100800055
2939	46100800083
2940	23100800004
2941	23100800033
2942	23100800057
2943	23100800085
2944	23100800006
2945	23100800035
2946	23100800059
2947	23100800087
2948	23100800008
2949	23100800037
2950	23100800061
2951	23100800089
2952	23100800010
2953	23100800039
2954	23100800063
2955	23100800091
2956	23100800012
2957	23100800041
2958	23100800065
2959	23100800093
2960	23100800014
2961	23100800043
2962	23100800067
2963	23100800095
2964	23100800016
2965	23100800045
2966	23100800069
2967	23100800097
2968	23100800018
2969	23100800047
2970	23100800071
2971	23100800099
2972	23100800020
2973	23100800049
2974	23100800073
2975	23100800101
2976	23100800022
2977	23100800051
2978	23100800075
2979	23100800103
2980	23100800024
2981	23100800077
2982	23100800105
2983	23100800026
2984	23100800079
2985	23100800028
2986	21100800010
2987	21100800037
2988	21100800057
2989	21100800020
2990	21100800016
2991	21100800041
2992	21100800055
2993	21100800001
2994	21100800012
2995	21100800043
2996	21100800053
2997	21100800045
2998	21100800004
2999	21100800049
3000	21100800026
3001	21100800051
3002	21100800008
3003	21100800018
3004	21100800024
3005	21100800035
3006	21100800014
3007	21100800006
3008	21100800047
3009	21100800028
3010	21100800039
3011	21100800030
3012	21100800022
3013	46100800033
3014	46100800004
3015	46100800057
3016	46100800085
3017	46100800006
3018	46100800035
3019	46100800059
3020	46100800087
3021	46100800008
3022	46100800037
3023	46100800061
3024	46100800089
3025	46100800010
3026	46100800039
3027	46100800063
3028	46100800091
3029	46100800012
3030	46100800041
3031	46100800065
3032	46100800093
3033	46100800014
3034	46100800043
3035	46100800067
3036	46100800095
3037	46100800016
3038	46100800045
3039	46100800069
3040	46100800097
3041	46100800018
3042	46100800047
3043	46100800071
3044	46100800099
3045	46100800020
3046	46100800049
3047	46100800073
3048	46100800101
3049	46100800022
3050	46100800051
3051	46100800075
3052	46100800103
3053	46100800024
3054	46100800077
3055	46100800105
3056	46100800026
3057	46100800079
3058	46100800028
3059	24100800004
3060	24100800034
3061	24100800062
3062	24100800091
3063	24100800006
3064	24100800036
3065	24100800064
3066	24100800093
3067	24100800008
3068	24100800038
3069	24100800066
3070	24100800095
3071	24100800010
3072	24100800040
3073	24100800068
3074	24100800097
3075	24100800012
3076	24100800042
3077	24100800050
3078	24100800078
3079	24100800022
3080	24100800052
3081	24100800080
3082	24100800024
3083	24100800054
3084	24100800082
3085	24100800026
3086	24100800056
3087	24100800084
3088	24100800028
3089	24100800086
3090	24100800070
3091	24100800014
3092	24100800044
3093	24100800072
3094	24100800016
3095	24100800046
3096	24100800074
3097	24100800018
3098	24100800048
3099	24100800076
3100	24100800020
3101	23100800003
3102	23100800032
3103	23100800056
3104	23100800084
3105	23100800005
3106	23100800034
3107	23100800058
3108	23100800086
3109	23100800007
3110	23100800036
3111	23100800060
3112	23100800088
3113	23100800009
3114	23100800038
3115	23100800062
3116	23100800090
3117	23100800011
3118	23100800040
3119	23100800064
3120	23100800092
3121	23100800013
3122	23100800042
3123	23100800066
3124	23100800094
3125	23100800015
3126	23100800044
3127	23100800068
3128	23100800096
3129	23100800017
3130	23100800046
3131	23100800070
3132	23100800098
3133	23100800019
3134	23100800048
3135	23100800072
3136	23100800100
3137	23100800021
3138	23100800050
3139	23100800074
3140	23100800102
3141	23100800023
3142	23100800052
3143	23100800076
3144	23100800104
3145	23100800025
3146	23100800078
3147	23100800106
3148	23100800027
3149	23100800080
3150	21100800023
3151	21100800050
3152	21100800027
3153	21100800040
3154	21100800007
3155	21100800017
3156	21100800036
3157	21100800052
3158	21100800042
3159	21100800005
3160	21100800044
3161	21100800058
3162	21100800056
3163	21100800009
3164	21100800054
3165	21100800025
3166	21100800021
3167	21100800015
3168	21100800048
3169	21100800029
3170	21100800034
3171	21100800046
3172	21100800019
3173	21100800038
3174	21100800011
3175	21100800013
3176	46100800003
3177	46100800032
3178	46100800056
3179	46100800084
3180	46100800005
3181	46100800034
3182	46100800058
3183	46100800086
3184	46100800007
3185	46100800036
3186	46100800060
3187	46100800088
3188	46100800009
3189	46100800038
3190	46100800062
3191	46100800090
3192	46100800011
3193	46100800040
3194	46100800064
3195	46100800092
3196	46100800013
3197	46100800042
3198	46100800066
3199	46100800094
3200	46100800015
3201	46100800044
3202	46100800068
3203	46100800096
3204	46100800017
3205	46100800046
3206	46100800070
3207	46100800098
3208	46100800019
3209	46100800048
3210	46100800072
3211	46100800100
3212	46100800021
3213	46100800050
3214	46100800074
3215	46100800102
3216	46100800023
3217	46100800052
3218	46100800076
3219	46100800104
3220	46100800025
3221	46100800078
3222	46100800106
3223	46100800027
3224	46100800080
3225	24100800003
3226	24100800033
3227	24100800061
3228	24100800090
3229	24100800005
3230	24100800035
3231	24100800063
3232	24100800092
3233	24100800007
3234	24100800037
3235	24100800065
3236	24100800094
3237	24100800009
3238	24100800039
3239	24100800067
3240	24100800096
3241	24100800011
3242	24100800041
3243	24100800069
3244	24100800098
3245	24100800013
3246	24100800043
3247	24100800071
3248	24100800015
3249	24100800045
3250	24100800073
3251	24100800051
3252	24100800079
3253	24100800023
3254	24100800053
3255	24100800081
3256	24100800025
3257	24100800055
3258	24100800083
3259	24100800027
3260	24100800057
3261	24100800085
3262	24100800029
3263	24100800017
3264	24100800047
3265	24100800075
3266	24100800019
3267	24100800049
3268	24100800077
3269	24100800021
3270	23100900036
3271	23100900050
3272	23100900040
3273	23100900025
3274	23100900015
3275	23100900052
3276	23100900003
3277	23100900019
3278	23100900027
3279	23100900056
3280	23100900013
3281	23100900042
3282	23100900048
3283	23100900054
3284	23100900031
3285	23100900044
3286	23100900011
3287	23100900046
3288	23100900034
3289	23100900023
3290	23100900029
3291	23100900007
3292	23100900009
3293	23100900005
3294	23100900038
3295	23100900017
3296	23100900021
3297	24100900041
3298	24100900009
3299	24100900029
3300	24100900025
3301	24100900023
3302	24100900017
3303	24100900053
3304	24100900043
3305	24100900031
3306	24100900035
3307	24100900021
3308	24100900019
3309	24100900007
3310	24100900039
3311	24100900045
3312	24100900005
3313	24100900055
3314	24100900057
3315	24100900049
3316	24100900047
3317	24100900003
3318	24100900013
3319	24100900027
3320	24100900051
3321	24100900015
3322	24100900011
3323	24100900037
3324	46100900021
3325	46100900017
3326	46100900038
3327	46100900034
3328	46100900029
3329	46100900007
3330	46100900005
3331	46100900023
3332	46100900009
3333	46100900054
3334	46100900046
3335	46100900011
3336	46100900044
3337	46100900027
3338	46100900042
3339	46100900048
3340	46100900056
3341	46100900013
3342	46100900019
3343	46100900050
3344	46100900015
3345	46100900031
3346	46100900025
3347	46100900036
3348	46100900052
3349	46100900040
3350	46100900003
3351	21100900002
3352	21100900006
3353	23100900004
3354	23100900006
3355	23100900016
3356	23100900047
3357	23100900033
3358	23100900008
3359	23100900018
3360	23100900049
3361	23100900002
3362	23100900043
3363	23100900057
3364	23100900014
3365	23100900037
3366	23100900024
3367	23100900051
3368	23100900039
3369	23100900022
3370	23100900020
3371	23100900035
3372	23100900053
3373	23100900030
3374	23100900045
3375	23100900028
3376	23100900012
3377	23100900026
3378	23100900041
3379	23100900055
3380	23100900010
3381	24100900030
3382	24100900048
3383	24100900050
3384	24100900026
3385	24100900020
3386	24100900012
3387	24100900028
3388	24100900038
3389	24100900004
3390	24100900058
3391	24100900054
3392	24100900036
3393	24100900018
3394	24100900014
3395	24100900024
3396	24100900042
3397	24100900056
3398	24100900002
3399	24100900010
3400	24100900016
3401	24100900040
3402	24100900022
3403	24100900034
3404	24100900044
3405	24100900006
3406	24100900046
3407	24100900052
3408	24100900008
3409	21100900001
3410	21100900005
3411	46100900010
3412	46100900055
3413	46100900028
3414	46100900012
3415	46100900041
3416	46100900026
3417	46100900020
3418	46100900035
3419	46100900053
3420	46100900022
3421	46100900030
3422	46100900039
3423	46100900045
3424	46100900057
3425	46100900024
3426	46100900049
3427	46100900033
3428	46100900008
3429	46100900006
3430	46100900047
3431	46100900051
3432	46100900043
3433	46100900014
3434	46100900018
3435	46100900016
3436	46100900004
3437	46100900037
3438	46100900002
3439	2100100055
3440	2100100057
3441	2300100003
3442	2300100057
3443	2300100005
3444	2300100033
3445	2300100059
3446	2300100007
3447	2300100035
3448	2300100061
3449	2300100009
3450	2300100037
3451	2300100063
3452	2300100011
3453	2300100039
3454	2300100065
3455	2300100013
3456	2300100041
3457	2300100067
3458	2300100015
3459	2300100043
3460	2300100069
3461	2300100017
3462	2300100045
3463	2300100071
3464	2300100019
3465	2300100047
3466	2300100073
3467	2300100021
3468	2300100049
3469	2300100075
3470	2300100023
3471	2300100051
3472	2300100077
3473	2300100025
3474	2300100053
3475	2300100079
3476	2300100027
3477	2300100081
3478	2300100029
3479	2300100083
3480	2400100067
3481	2400100059
3482	2400100039
3483	2400100045
3484	2400100051
3485	2400100027
3486	2400100057
3487	2400100023
3488	2400100015
3489	2400100077
3490	2400100081
3491	2400100073
3492	2400100063
3493	2400100009
3494	2400100037
3495	2400100013
3496	2400100061
3497	2400100035
3498	2400100075
3499	2400100003
3500	2400100041
3501	2400100025
3502	2400100083
3503	2400100033
3504	2400100007
3505	2400100071
3506	2400100043
3507	2400100017
3508	2400100079
3509	2400100053
3510	2400100029
3511	2400100049
3512	2400100021
3513	2400100019
3514	2400100047
3515	2400100011
3516	2400100069
3517	2400100005
3518	2400100065
3519	2100100047
3520	2100100071
3521	2100100037
3522	2100100017
3523	2100100021
3524	2100100079
3525	2100100023
3526	2100100011
3527	2100100039
3528	2100100077
3529	2100100031
3530	2100100029
3531	2100100049
3532	2100100003
3533	2100100053
3534	2100100027
3535	2100100045
3536	2100100069
3537	2100100009
3538	2100100043
3539	2100100005
3540	2100100075
3541	2100100061
3542	2100100041
3543	2100100065
3544	2100100033
3545	2100100007
3546	2100100051
3547	2100100013
3548	2100100035
3549	2100100019
3550	2100100073
3551	2100100063
3552	2100100067
3553	4600100063
3554	4600100011
3555	4600100039
3556	4600100065
3557	4600100057
3558	4600100003
3559	4600100005
3560	4600100033
3561	4600100059
3562	4600100007
3563	4600100035
3564	4600100061
3565	4600100009
3566	4600100037
3567	4600100013
3568	4600100041
3569	4600100067
3570	4600100015
3571	4600100043
3572	4600100069
3573	4600100017
3574	4600100045
3575	4600100071
3576	4600100019
3577	4600100047
3578	4600100073
3579	4600100021
3580	4600100049
3581	4600100075
3582	4600100023
3583	4600100051
3584	4600100077
3585	4600100025
3586	4600100053
3587	4600100079
3588	4600100027
3589	4600100081
3590	4600100029
3591	4600100083
3592	2300100002
3593	2300100032
3594	2300100058
3595	2300100064
3596	2300100068
3597	2300100070
3598	2300100036
3599	2300100016
3600	2300100080
3601	2300100006
3602	2300100034
3603	2300100060
3604	2300100066
3605	2300100014
3606	2300100072
3607	2300100028
3608	2300100018
3609	2300100078
3610	2300100048
3611	2300100074
3612	2300100076
3613	2300100052
3614	2300100008
3615	2300100010
3616	2300100038
3617	2300100012
3618	2300100046
3619	2300100020
3620	2300100022
3621	2300100050
3622	2300100024
3623	2300100082
