route_id,trip_id,service_id
1005,2336,24
1005,2337,24
1005,2338,24
1005,2339,24
1001,234,24
1005,2340,24
1005,2341,24
1005,2342,24
1005,2343,24
1005,2344,24
1005,2345,24
1005,2346,24
1005,2347,24
1005,2348,24
1005,2349,24
1001,235,24
1005,2350,24
1005,2351,24
1005,2352,24
1005,2353,24
1005,2354,24
1005,2355,24
1005,2356,24
1005,2357,24
1005,2358,24
1005,2359,21
1001,236,24
1005,2360,21
1005,2361,21
1005,2362,21
1005,2363,21
1005,2364,21
1005,2365,21
1005,2366,21
1005,2367,21
1005,2368,21
1005,2369,21
1001,237,24
1005,2370,21
1005,2371,21
1005,2372,21
1005,2373,21
1005,2374,21
1005,2375,21
1005,2376,21
1005,2377,21
1005,2378,21
1005,2379,21
1001,238,24
1005,2380,21
1005,2381,21
1005,2382,21
1005,2383,21
1005,2384,21
1005,2385,21
1005,2386,46
1005,2387,46
1005,2388,46
1005,2389,46
1001,239,24
1005,2390,46
1005,2391,46
1005,2392,46
1005,2393,46
1005,2394,46
1005,2395,46
1005,2396,46
1005,2397,46
1005,2398,46
1005,2399,46
1001,24,23
1001,240,24
1005,2400,46
1005,2401,46
1005,2402,46
1005,2403,46
1005,2404,46
1005,2405,46
1005,2406,46
1005,2407,46
1005,2408,46
1005,2409,46
1001,241,24
1005,2410,46
1005,2411,46
1005,2412,46
1005,2413,46
1005,2414,46
1005,2415,46
1005,2416,46
1005,2417,46
1005,2418,46
1005,2419,46
1001,242,24
1005,2420,46
1005,2421,46
