"service_id","date","exception_type"
21.0,20150815,1
24.0,20150815,2
2.2019091220200624E16,20191225,2
2.2019091220200624E16,20191226,2
2.2019091220200624E16,20200101,2
2.2019091220200624E16,20200413,2
2.2019091220200624E16,20200425,2
2.2019091220200624E16,20200501,2
2.2019091220200624E16,20200602,2
2.2019091320200624E16,20191225,2
2.2019091320200624E16,20191226,2
2.2019091320200624E16,20200101,2
2.2019091320200624E16,20200413,2
2.2019091320200624E16,20200425,2
2.2019091320200624E16,20200501,2
2.2019091320200624E16,20200602,2
2.2019092020200624E16,20191225,2
2.2019092020200624E16,20191226,2
2.2019092020200624E16,20200101,2
2.2019092020200624E16,20200413,2
2.2019092020200624E16,20200425,2
2.2019092020200624E16,20200501,2
2.2019092020200624E16,20200602,2
2.2019092120200624E16,20191225,2
2.2019092120200624E16,20191226,2
2.2019092120200624E16,20200101,2
2.2019092120200624E16,20200413,2
2.2019092120200624E16,20200425,2
2.2019092120200624E16,20200501,2
2.2019092120200624E16,20200602,2
2.2019092820200624E16,20191225,2
2.2019092820200624E16,20191226,2
2.2019092820200624E16,20200101,2
2.2019092820200624E16,20200413,2
2.2019092820200624E16,20200425,2
2.2019092820200624E16,20200501,2
2.2019092820200624E16,20200602,2
2.2019100820200624E16,20191225,2
2.2019100820200624E16,20191226,2
2.2019100820200624E16,20200101,2
2.2019100820200624E16,20200413,2
2.2019100820200624E16,20200425,2
2.2019100820200624E16,20200501,2
2.2019100820200624E16,20200602,2
2.2019101420200624E16,20191225,2
2.2019101420200624E16,20191226,2
2.2019101420200624E16,20200101,2
2.2019101420200624E16,20200413,2
2.2019101420200624E16,20200425,2
2.2019101420200624E16,20200501,2
2.2019101420200624E16,20200602,2
2.2019101920200624E16,20191225,2
2.2019101920200624E16,20191226,2
2.2019101920200624E16,20200101,2
2.2019101920200624E16,20200413,2
2.2019101920200624E16,20200425,2
2.2019101920200624E16,20200501,2
2.2019101920200624E16,20200602,2
2.2019102220200624E16,20191225,2
2.2019102220200624E16,20191226,2
2.2019102220200624E16,20200101,2
2.2019102220200624E16,20200413,2
2.2019102220200624E16,20200425,2
2.2019102220200624E16,20200501,2
2.2019102220200624E16,20200602,2
2.2019102420200624E16,20191225,2
2.2019102420200624E16,20191226,2
2.2019102420200624E16,20200101,2
2.2019102420200624E16,20200413,2
2.2019102420200624E16,20200425,2
2.2019102420200624E16,20200501,2
2.2019102420200624E16,20200602,2
2.2019102820200624E16,20191225,2
2.2019102820200624E16,20191226,2
2.2019102820200624E16,20200101,2
2.2019102820200624E16,20200413,2
2.2019102820200624E16,20200425,2
2.2019102820200624E16,20200501,2
2.2019102820200624E16,20200602,2
2.2019103020200624E16,20191225,2
2.2019103020200624E16,20191226,2
2.2019103020200624E16,20200101,2
2.2019103020200624E16,20200413,2
2.2019103020200624E16,20200425,2
2.2019103020200624E16,20200501,2
2.2019103020200624E16,20200602,2
2.2019111120200624E16,20191225,2
2.2019111120200624E16,20191226,2
2.2019111120200624E16,20200101,2
2.2019111120200624E16,20200413,2
2.2019111120200624E16,20200425,2
2.2019111120200624E16,20200501,2
2.2019111120200624E16,20200602,2
2.2019111220200624E16,20191225,2
2.2019111220200624E16,20191226,2
2.2019111220200624E16,20200101,2
2.2019111220200624E16,20200413,2
2.2019111220200624E16,20200425,2
2.2019111220200624E16,20200501,2
2.2019111220200624E16,20200602,2
2.2019111420200624E16,20191225,2
2.2019111420200624E16,20191226,2
2.2019111420200624E16,20200101,2
2.2019111420200624E16,20200413,2
2.2019111420200624E16,20200425,2
2.2019111420200624E16,20200501,2
2.2019111420200624E16,20200602,2
2.2019120120200328E16,20191225,2
2.2019120120200328E16,20191226,2
2.2019120120200328E16,20200101,2
2.2019121520200624E16,20191225,2
2.2019121520200624E16,20191226,2
2.2019121520200624E16,20200101,2
2.2019121520200624E16,20200413,2
2.2019121520200624E16,20200425,2
2.2019121520200624E16,20200501,2
2.2019121520200624E16,20200602,2
2.2019122320200412E16,20191225,2
2.2019122320200412E16,20191226,2
2.2019122320200412E16,20200101,2
2.2020040120200624E16,20200413,2
2.2020040120200624E16,20200425,2
2.2020040120200624E16,20200501,2
2.2020040120200624E16,20200602,2
4.2019091220200608E16,20191225,2
4.2019091220200608E16,20191226,2
4.2019091220200608E16,20200101,2
4.2019091220200608E16,20200413,2
4.2019091220200608E16,20200425,2
4.2019091220200608E16,20200501,2
4.2019091220200608E16,20200602,2
4.2019091220200624E16,20191225,2
4.2019091220200624E16,20191226,2
4.2019091220200624E16,20200101,2
4.2019091220200624E16,20200413,2
4.2019091220200624E16,20200425,2
4.2019091220200624E16,20200501,2
4.2019091220200624E16,20200602,2
4.2019092020200624E16,20191225,2
4.2019092020200624E16,20191226,2
4.2019092020200624E16,20200101,2
4.2019092020200624E16,20200413,2
4.2019092020200624E16,20200425,2
4.2019092020200624E16,20200501,2
4.2019092020200624E16,20200602,2
4.2019100820200624E16,20191225,2
4.2019100820200624E16,20191226,2
4.2019100820200624E16,20200101,2
4.2019100820200624E16,20200413,2
4.2019100820200624E16,20200425,2
4.2019100820200624E16,20200501,2
4.2019100820200624E16,20200602,2
4.2019101020200624E16,20191225,2
4.2019101020200624E16,20191226,2
4.2019101020200624E16,20200101,2
4.2019101020200624E16,20200413,2
4.2019101020200624E16,20200425,2
4.2019101020200624E16,20200501,2
4.2019101020200624E16,20200602,2
4.2019101420200624E16,20191225,2
4.2019101420200624E16,20191226,2
4.2019101420200624E16,20200101,2
4.2019101420200624E16,20200413,2
4.2019101420200624E16,20200425,2
4.2019101420200624E16,20200501,2
4.2019101420200624E16,20200602,2
4.2019101920200624E16,20191225,2
4.2019101920200624E16,20191226,2
4.2019101920200624E16,20200101,2
4.2019101920200624E16,20200413,2
4.2019101920200624E16,20200425,2
4.2019101920200624E16,20200501,2
4.2019101920200624E16,20200602,2
4.2019102220200624E16,20191225,2
4.2019102220200624E16,20191226,2
4.2019102220200624E16,20200101,2
