"route_id","trip_id","service_id","trip_headsign","direction_id","shape_id","wheelchair_accessible"
536,3.16823201909122E21,5.2019091220200608E16,"Sopramonte Piazza Oveno",0,"D267_F0143_Andata_PRINCIPALE_sub1",1
536,3.16824201909122E21,5.2019091220200608E16,"Sopramonte Piazza Oveno",0,"D267_F0143_Andata_PRINCIPALE_sub1",1
541,3.16857201909122E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.1685820190912204E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.1685920190912203E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.1686020190912203E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.16861201909122E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.16862201909122E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.16863201909122E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.16864201909122E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.16865201909122E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.1686620190912204E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.1686720190912203E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.1686820190912203E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.16869201909122E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.16870201909122E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.16871201909122E21,5.2019091220200608E16,"Grotta Piazza",0,"D1230_T0637_Andata_sub2",1
541,3.16872201909122E21,5.2019091220200608E16,"Grotta Piazza",0,"D307_F0607_Andata_sub1",1
541,3.16873201909122E21,5.2019091220200608E16,"Grotta Piazza",0,"D307_F0607_Andata_sub1",1
538,3.16895201909122E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
538,3.16896201909122E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
538,3.16897201909122E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
538,3.1689820190912204E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
538,3.1689920190912203E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
538,3.1690020190912203E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
538,3.16901201909122E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
538,3.16902201909122E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
538,3.16903201909122E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
538,3.16904201909122E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
538,3.16905201909122E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
538,3.1690620190912204E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
538,3.1690720190912203E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
538,3.1690820190912203E21,5.2019091220200608E16,"Vela Centro",0,"D275_F0202_Circolare_sub1",1
539,3.1691420190912204E21,5.2019091220200608E16,"San Rocco Piazza",0,"D293_F0405_Andata_sub1",1
539,3.1691520190912203E21,5.2019091220200608E16,"San Rocco Piazza",0,"D293_F0405_Andata_sub1",1
539,3.1691620190912203E21,5.2019091220200608E16,"San Rocco Piazza",0,"D293_F0405_Andata_sub1",1
539,3.16917201909122E21,5.2019091220200608E16,"San Rocco Piazza",0,"D293_F0405_Andata_sub1",1
539,3.16918201909122E21,5.2019091220200608E16,"San Rocco Piazza",0,"D293_F0405_Andata_sub1",1
539,3.16919201909122E21,5.2019091220200608E16,"San Rocco Piazza",0,"D293_F0405_Andata_sub1",1
539,3.16920201909122E21,5.2019091220200608E16,"San Rocco Piazza",0,"D293_F0405_Andata_sub1",1
539,3.16921201909122E21,5.2019091220200608E16,"San Rocco Piazza",0,"D293_F0405_Andata_sub1",1
539,3.1692220190912204E21,5.2019091220200608E16,"San Rocco Piazza",0,"D293_F0405_Andata_sub1",1
539,3.1692320190912203E21,5.2019091220200608E16,"San Rocco Piazza",0,"D293_F0405_Andata_sub1",1
539,3.1692420190912203E21,5.2019091220200608E16,"San Rocco Piazza",0,"D293_F0405_Andata_sub1",1
539,3.16925201909122E21,5.2019091220200608E16,"San Rocco Piazza",0,"D293_F0405_Andata_sub1",1
539,3.16926201909122E21,5.2019091220200608E16,"San Rocco Piazza",0,"D293_F0405_Andata_sub1",1
539,3.1693920190912203E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D298_F0408a_Ritorno_sub1",1
539,3.1694020190912203E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D298_F0408a_Ritorno_sub1",1
539,3.16941201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D298_F0408a_Ritorno_sub1",1
539,3.16942201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D298_F0408a_Ritorno_sub1",1
539,3.16943201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D298_F0408a_Ritorno_sub1",1
539,3.16944201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D298_F0408a_Ritorno_sub1",1
539,3.16945201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D298_F0408a_Ritorno_sub1",1
539,3.1694620190912204E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D298_F0408a_Ritorno_sub1",1
539,3.1694720190912203E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D298_F0408a_Ritorno_sub1",1
539,3.1694820190912203E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D298_F0408a_Ritorno_sub1",1
539,3.16949201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D298_F0408a_Ritorno_sub1",1
539,3.16950201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D298_F0408a_Ritorno_sub1",1
539,3.16951201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D298_F0408a_Ritorno_sub1",1
539,3.16952201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D295_F0406_Ritorno_sub1",1
539,3.16953201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D295_F0406_Ritorno_sub1",1
539,3.1695420190912204E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D295_F0406_Ritorno_sub1",1
539,3.1695520190912203E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D295_F0406_Ritorno_sub1",1
539,3.1695620190912203E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D295_F0406_Ritorno_sub1",1
539,3.16957201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D295_F0406_Ritorno_sub1",1
539,3.16958201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D295_F0406_Ritorno_sub1",1
539,3.16959201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D295_F0406_Ritorno_sub1",1
539,3.16960201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D295_F0406_Ritorno_sub1",1
539,3.16961201909122E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D295_F0406_Ritorno_sub1",1
539,3.1696220190912204E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D295_F0406_Ritorno_sub1",1
539,3.1696320190912203E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D295_F0406_Ritorno_sub1",1
539,3.1696420190912203E21,5.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D295_F0406_Ritorno_sub1",1
400,3.16968201909122E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
400,3.16969201909122E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
400,3.1697020190912204E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
400,3.1697120190912203E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
400,3.1697220190912203E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
400,3.16973201909122E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
400,3.16974201909122E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
400,3.16975201909122E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
400,3.16976201909122E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
400,3.16977201909122E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
400,3.1697820190912204E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
400,3.1697920190912203E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
400,3.1698020190912203E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
400,3.16981201909122E21,5.2019091220200608E16,"Oltrecastello",0,"D305_F0511a_Andata_sub2",1
408,3.16997201909122E21,5.2019091220200608E16,"Villamontagna P.Predaroi",0,"D339_F1023_Andata_sub2",1
408,3.16998201909122E21,5.2019091220200608E16,"Montevaccino",0,"D1356_T1061a_Andata_sub1",1
408,3.16999201909122E21,5.2019091220200608E16,"Montevaccino",0,"D1356_T1061a_Andata_sub1",1
538,3.17006201909122E21,5.2019091220200608E16,"Vela Centro",0,"D276_F0223_Circolare_sub2",1
543,3.17008201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17009201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.1701020190912204E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.1701120190912203E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.1701220190912203E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17013201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17014201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17015201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17016201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17017201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.1701820190912204E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.1701920190912203E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.1702020190912203E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17021201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17022201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17023201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17024201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17025201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.1702620190912204E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.1702720190912203E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.1702820190912203E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17029201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17030201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17031201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17032201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.17033201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D353_F1705_Andata_sub1",1
543,3.1703420190912204E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D361_F1733b_Andata_sub2",1
543,3.1703520190912203E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D361_F1733b_Andata_sub2",1
543,3.17037201909122E21,5.2019091220200608E16,"Lavis Rosmini Segantini",0,"D361_F1733b_Andata_sub2",1
568,3.17072201909122E21,2.2019091220200608E16,"Gardolo Piazza",0,"D14_C1112_sub2",2
541,3.1707620190912203E21,2.2019091220200608E16,"Vela Centro",0,"D1240_T0646_Ritorno_sub1",1
539,3.17077201909122E21,9.2019091220200608E16,"Roncafort",0,"D1372_T1122_Ritorno_sub2",1
539,3.17078201909122E21,9.2019091220200608E16,"Gardolo P.Le Neufahrn Sud",0,"D128_E11012_sub2",1
