 "name" , "act" ,  ,  ,
 "E744_0" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "E744_1" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "E744A_0" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "E744A_1" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "E747_0" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "E747_1" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "E801_0" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "E801_1" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "O101_0" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "O101_1" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "O103_0" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "O103_1" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "O104_0" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "O104_1" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "O105_0" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "O105_1" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "O113_0" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
 "O113_1" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#A_Walk" ,  ,  ,
