 "acc" , "addr" , "c" , "enum" , "p" ,  ,  ,  ,  ,  ,
 "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10/accomodation_Camping_Daino_pietramurata" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10/address_52b0e8d5861e0dbcb12aeec676c26400" , "pietramurata" , "http://www.semanticweb.org/aleca/ontologies/2019/10/untitled-ontology-10#Camping" ,   ,  ,  ,  ,  ,  ,
